Ticker,Company Name,CIK,Sector,Industry,Market Cap
NX,Quanex Building Products CORP,0001423221,Industrials,Building Products & Equipment,1145715584
FVRR,Fiverr International Ltd.,0001762301,Communication Services,Internet Content & Information,880472768
VRDN,"Viridian Therapeutics, Inc.\DE",0001590750,Healthcare,Biotechnology,1211003392
GAM,GENERAL AMERICAN INVESTORS CO INC,0000040417,Financial Services,Asset Management,1056099456
TUYA,Tuya Inc.,0001829118,Technology,Software—Infrastructure,1166423808
IMNM,Immunome Inc.,0001472012,Healthcare,Biotechnology,1437183360
AKRO,"Akero Therapeutics, Inc.",0001744659,Healthcare,Biotechnology,1523941504
KOP,Koppers Holdings Inc.,0001315257,Basic Materials,Specialty Chemicals,1183064448
BYON,"BEYOND, INC.",0001130713,Consumer Cyclical,Internet Retail,1455652736
AHH,"Armada Hoffler Properties, Inc.",0001569187,Real Estate,REIT—Diversified,907724288
AUTL,Autolus Therapeutics plc,0001730463,Healthcare,Biotechnology,1381154304
ACMR,"ACM Research, Inc.",0001680062,Technology,Semiconductor Equipment & Materials,1854901632
MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.",0001051004,Financial Services,Asset Management,1045962048
GDYN,"GRID DYNAMICS HOLDINGS, INC.",0001743725,Technology,Information Technology Services,1056354048
AGRO,Adecoagro S.A.,0001499505,Consumer Defensive,Farm Products,1064780416
CIM,CHIMERA INVESTMENT CORP,0001409493,Real Estate,REIT—Mortgage,1026991040
DH,Definitive Healthcare Corp.,0001861795,Healthcare,Health Information Services,1071380864
EIG,"Employers Holdings, Inc.",0001379041,Financial Services,Insurance—Specialty,1162134656
BBAR,Banco BBVA Argentina S.A.,0000913059,Financial Services,Banks—Regional,1615854592
BHE,BENCHMARK ELECTRONICS INC,0000863436,Technology,Electronic Components,1071170624
FPF,First Trust Intermediate Duration Preferred & Income Fund,0001567569,Financial Services,Asset Management,1073963648
PTA,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,0001793882,Financial Services,Asset Management,1057934784
ARCT,Arcturus Therapeutics Holdings Inc.,0001768224,Healthcare,Biotechnology,1083763456
GERN,GERON CORP,0000886744,Healthcare,Biotechnology,1067120768
DOLE,Dole plc,0001857475,Consumer Defensive,Farm Products,1057983744
BBN,BlackRock Taxable Municipal Bond Trust,0001493683,Financial Services,Asset Management,1002583360
KALU,KAISER ALUMINUM CORP,0000811596,Basic Materials,Aluminum,1124949760
AMLX,"Amylyx Pharmaceuticals, Inc.",0001658551,Healthcare,Biotechnology,1314972672
EOS,Eaton Vance Enhanced Equity Income Fund II,0001308335,Financial Services,Asset Management,1041963392
DNOW,DNOW Inc.,0001599617,Industrials,Specialty Industrial Machinery,1504903040
BKD,Brookdale Senior Living Inc.,0001332349,Healthcare,Medical Care Facilities,1089645952
TARS,"Tarsus Pharmaceuticals, Inc.",0001819790,Healthcare,Biotechnology,1297972864
ESTA,ESTABLISHMENT LABS HOLDINGS INC.,0001688757,Healthcare,Medical Devices,1049607296
FIGS,"FIGS, Inc.",0001846576,Consumer Cyclical,Apparel Manufacturing,1015655744
WT,"WisdomTree, Inc.",0000880631,Financial Services,Asset Management,1229258112
CSWC,CAPITAL SOUTHWEST CORP,0000017313,Financial Services,Asset Management,1026186624
SASR,SANDY SPRING BANCORP INC,0000824410,Financial Services,Banks—Regional,959920576
ACCD,"Accolade, Inc.",0001481646,Healthcare,Health Information Services,805039040
CDE,"Coeur Mining, Inc.",0000215466,Basic Materials,Gold,944415424
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",0001411579,Communication Services,Entertainment,1218703744
KRO,KRONOS WORLDWIDE INC,0001257640,Basic Materials,Specialty Chemicals,1002460352
BXC,BlueLinx Holdings Inc.,0001301787,Industrials,Industrial Distribution,1064302144
IMOS,CHIPMOS TECHNOLOGIES INC,0001123134,Technology,Semiconductors,1011590848
FORTY,FORMULA SYSTEMS (1985) LTD,0001045986,Technology,Information Technology Services,1178023936
EMBC,Embecta Corp.,0001872789,Healthcare,Medical Instruments & Supplies,800922496
LIFX,"Life360, Inc.",0001581760,Technology,Software—Application,1032065408
BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST,0001379384,Financial Services,Asset Management,995560832
SP,SP Plus Corp,0001059262,Industrials,Specialty Business Services,1016079552
IHS,IHS Holding Ltd,0001876183,Communication Services,Telecom Services,934606336
PLYM,"Plymouth Industrial REIT, Inc.",0001515816,Real Estate,REIT—Industrial,977534400
FBRT,"Franklin BSP Realty Trust, Inc.",0001562528,Real Estate,REIT—Mortgage,1034743488
HTLD,HEARTLAND EXPRESS INC,0000799233,Industrials,Trucking,1021183872
TRS,TRIMAS CORP,0000842633,Consumer Cyclical,Packaging & Containers,1067663232
CPLP,Capital Product Partners L.P.,0001392326,Industrials,Marine Shipping,947222848
REVG,"REV Group, Inc.",0001687221,Industrials,Farm & Heavy Construction Machinery,1051026112
MEG,"Montrose Environmental Group, Inc.",0001643615,Industrials,Waste Management,1001644480
INVA,"Innoviva, Inc.",0001080014,Healthcare,Biotechnology,983410432
SCRM,Screaming Eagle Acquisition Corp.,0001893325,Financial Services,Shell Companies,997500032
HOV,HOVNANIAN ENTERPRISES INC,0000357294,Consumer Cyclical,Residential Construction,901184640
MSEX,MIDDLESEX WATER CO,0000066004,Utilities,Utilities—Regulated Water,911168832
RNA,"Avidity Biosciences, Inc.",0001599901,Healthcare,Biotechnology,1199965056
BLBD,Blue Bird Corp,0001589526,Consumer Cyclical,Auto Manufacturers,1052089216
NAPA,"Duckhorn Portfolio, Inc.",0001835256,Consumer Defensive,Beverages—Wineries & Distilleries,1095419136
GRCL,Gracell Biotechnologies Inc.,0001826492,Healthcare,Biotechnology,989867072
PEBO,PEOPLES BANCORP INC,0000318300,Financial Services,Banks—Regional,985633280
BHLB,BERKSHIRE HILLS BANCORP INC,0001108134,Financial Services,Banks—Regional,939839104
OPRA,Opera Ltd,0001737450,Communication Services,Internet Content & Information,1020173696
MNRO,"MONRO, INC.",0000876427,Consumer Cyclical,Auto Parts,991852608
CRGX,"CARGO Therapeutics, Inc.",0001966494,Healthcare,Biotechnology,1027655232
IE,Ivanhoe Electric Inc.,0001879016,Basic Materials,Copper,892068992
CVII,Churchill Capital Corp VII,0001828248,Financial Services,Shell Companies,973786368
SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/,0000354963,Communication Services,Telecom Services,928527488
PLRX,"PLIANT THERAPEUTICS, INC.",0001746473,Healthcare,Biotechnology,997867328
CENX,CENTURY ALUMINUM CO,0000949157,Basic Materials,Aluminum,936168064
EFC,Ellington Financial Inc.,0001411342,Real Estate,REIT—Mortgage,909270400
UMH,"UMH PROPERTIES, INC.",0000752642,Real Estate,REIT—Residential,948496832
RNP,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,0001224450,Financial Services,Asset Management,970956736
SHCO,Soho House & Co Inc.,0001846510,Consumer Cyclical,Lodging,1092095104
AHCO,AdaptHealth Corp.,0001725255,Healthcare,Medical Devices,1408226688
TRNS,TRANSCAT INC,0000099302,Industrials,Industrial Distribution,912932032
GSM,Ferroglobe PLC,0001639877,Basic Materials,Other Industrial Metals & Mining,854699008
RDFN,Redfin Corp,0001382821,Real Estate,Real Estate Services,806694016
PRLB,Proto Labs Inc,0001443669,Industrials,Metal Fabrication,942711360
TYRA,"Tyra Biosciences, Inc.",0001863127,Healthcare,Biotechnology,1037997376
BCSF,"Bain Capital Specialty Finance, Inc.",0001655050,Financial Services,Asset Management,1003620928
HIMX,"Himax Technologies, Inc.",0001342338,Technology,Semiconductors,937400000
AMPS,"Altus Power, Inc.",0001828723,Utilities,Utilities—Renewable,1047744128
USNA,USANA HEALTH SCIENCES INC,0000896264,Consumer Defensive,Packaged Foods,923395456
LVRO,Lavoro Ltd,0001945711,Basic Materials,Agricultural Inputs,825584640
LC,LendingClub Corp,0001409970,Financial Services,Credit Services,896537280
AHR,"American Healthcare REIT, Inc.",0001632970,Real Estate,REIT—Healthcare Facilities,874873984
TTGT,TechTarget Inc,0001293282,Communication Services,Internet Content & Information,888256064
UNFI,UNITED NATURAL FOODS INC,0001020859,Consumer Defensive,Food Distribution,934784832
TH,Target Hospitality Corp.,0001712189,Industrials,Specialty Business Services,978995456
BLDP,Ballard Power Systems Inc.,0001453015,Industrials,Specialty Industrial Machinery,915546880
ATEN,"A10 Networks, Inc.",0001580808,Technology,Software—Infrastructure,984141312
AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,0001062231,Consumer Cyclical,Auto Parts,778515520
TRML,"Tourmaline Bio, Inc.",0001827506,Healthcare,Biotechnology,972726208
PFBC,Preferred Bank,0001492165,Financial Services,Banks—Regional,980465664
VERV,"Verve Therapeutics, Inc.",0001840574,Healthcare,Biotechnology,1468946048
RBCAA,REPUBLIC BANCORP INC /KY/,0000921557,Financial Services,Banks—Regional,941283200
NGMS,NeoGames S.A.,0001821349,Consumer Cyclical,Gambling,954473280
QCRH,QCR HOLDINGS INC,0000906465,Financial Services,Banks—Regional,938295808
NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,0001195739,Financial Services,Asset Management,941478208
SCSC,"SCANSOURCE, INC.",0000918965,Technology,Electronics & Computer Distribution,1069494592
MBUU,"MALIBU BOATS, INC.",0001590976,Consumer Cyclical,Recreational Vehicles,886185920
AMSF,AMERISAFE INC,0001018979,Financial Services,Insurance—Specialty,1010194048
BBDC,"Barings BDC, Inc.",0001379785,Financial Services,Asset Management,1028849856
ATSG,"Air Transport Services Group, Inc.",0000894081,Industrials,Airlines,797245056
ARKO,ARKO Corp.,0001823794,Consumer Cyclical,Specialty Retail,783788416
SXC,"SunCoke Energy, Inc.",0001514705,Basic Materials,Coking Coal,864154496
GABC,"GERMAN AMERICAN BANCORP, INC.",0000714395,Financial Services,Banks—Regional,924226048
OCFC,OCEANFIRST FINANCIAL CORP,0001004702,Financial Services,Banks—Regional,884007744
SII,SPROTT INC.,0001512920,Financial Services,Asset Management,951079104
TMCI,"TREACE MEDICAL CONCEPTS, INC.",0001630627,Healthcare,Medical Devices,837558720
MNTK,"Montauk Renewables, Inc.",0001826600,Utilities,Utilities—Diversified,810971968
SSYS,STRATASYS LTD.,0001517396,Technology,Computer Hardware,854187776
OLO,Olo Inc.,0001431695,Technology,Software—Application,949520000
MDRX,Veradigm Inc.,0001124804,Healthcare,Health Information Services,691069504
BZH,BEAZER HOMES USA INC,0000915840,Consumer Cyclical,Residential Construction,951078720
AGTI,"AGILITI, INC. \DE",0001749704,Healthcare,Health Information Services,1337479424
ECX,ECARX Holdings Inc.,0001861974,Consumer Cyclical,Auto Parts,924462336
MNKD,MANNKIND CORP,0000899460,Healthcare,Biotechnology,1056734080
GRC,GORMAN RUPP CO,0000042682,Industrials,Specialty Industrial Machinery,951724288
OBK,"Origin Bancorp, Inc.",0001516912,Financial Services,Banks—Regional,902005376
NRC,NATIONAL RESEARCH CORP,0000070487,Healthcare,Health Information Services,993015872
WKME,WalkMe Ltd.,0001847584,Technology,Software—Application,831283968
NEXA,Nexa Resources S.A.,0001713930,Basic Materials,Other Industrial Metals & Mining,890652288
QTRX,Quanterix Corp,0001503274,Healthcare,Medical Devices,885971584
CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND,0001222719,Financial Services,Asset Management,914252544
FSM,FORTUNA SILVER MINES INC,0001341335,Basic Materials,Gold,811422528
PRAA,PRA GROUP INC,0001185348,Financial Services,Credit Services,983922304
ARR,"Armour Residential REIT, Inc.",0001428205,Real Estate,REIT—Mortgage,927668992
MATW,MATTHEWS INTERNATIONAL CORP,0000063296,Industrials,Conglomerates,883795008
MAG,MAG SILVER CORP,0001230992,Basic Materials,Silver,854406144
THR,"Thermon Group Holdings, Inc.",0001489096,Industrials,Specialty Industrial Machinery,915354112
PDS,PRECISION DRILLING Corp,0001013605,Energy,Oil & Gas Drilling,854105216
WTTR,"Select Water Solutions, Inc.",0001693256,Basic Materials,Specialty Chemicals,1009711360
ATUS,"Altice USA, Inc.",0001702780,Communication Services,Telecom Services,1361150976
TDCX,TDCX Inc.,0001803112,Industrials,Specialty Business Services,905737472
ASPN,ASPEN AEROGELS INC,0001145986,Industrials,Building Products & Equipment,1306555776
EVRI,Everi Holdings Inc.,0001318568,Consumer Cyclical,Gambling,963907776
ECO,Okeanis Eco Tankers Corp.,0001964954,Industrials,Marine Shipping,975159296
WEAV,"Weave Communications, Inc.",0001609151,Technology,Software—Application,870845696
HAIN,HAIN CELESTIAL GROUP INC,0000910406,Consumer Defensive,Packaged Foods,876036544
MAX,"MediaAlpha, Inc.",0001818383,Communication Services,Internet Content & Information,1371353472
EWCZ,"European Wax Center, Inc.",0001856236,Consumer Defensive,Household & Personal Products,866998848
HCI,"HCI Group, Inc.",0001400810,Financial Services,Insurance—Property & Casualty,949180416
PBAJ,"PETRO USA, INC.",0000745543,Financial Services,Shell Companies,200131008
MRC,MRC GLOBAL INC.,0001439095,Energy,Oil & Gas Equipment & Services,975551936
TMST,TimkenSteel Corp,0001598428,Basic Materials,Steel,880357888
SBR,SABINE ROYALTY TRUST,0000710752,Energy,Oil & Gas E&P,867687040
SBSI,SOUTHSIDE BANCSHARES INC,0000705432,Financial Services,Banks—Regional,860886528
BSIG,BrightSphere Investment Group Inc.,0001748824,Financial Services,Asset Management,937377408
BY,"BYLINE BANCORP, INC.",0001702750,Financial Services,Banks—Regional,907886272
AWF,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC,0000906013,Financial Services,Asset Management,895762688
RAPT,"RAPT Therapeutics, Inc.",0001673772,Healthcare,Biotechnology,299439552
CMP,COMPASS MINERALS INTERNATIONAL INC,0001227654,Basic Materials,Other Industrial Metals & Mining,912773120
DLX,DELUXE CORP,0000027996,Communication Services,Advertising Agencies,836221376
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",0001520504,Industrials,Airlines,836528384
BELFA,BEL FUSE INC /NJ,0000729580,Technology,Electronic Components,660412352
MFIC,MidCap Financial Investment Corp,0001278752,Financial Services,Asset Management,951066816
AVNS,"AVANOS MEDICAL, INC.",0001606498,Healthcare,Medical Devices,864920128
SBGI,"Sinclair, Inc.",0001971213,Communication Services,Entertainment,935570048
BTDR,Bitdeer Technologies Group,0001899123,Technology,Software—Application,791950464
BRCC,BRC Inc.,0001891101,Consumer Defensive,Packaged Foods,879129216
WEST,Westrock Coffee Co,0001806347,Consumer Defensive,Packaged Foods,865425344
CHGG,"CHEGG, INC",0001364954,Consumer Defensive,Education & Training Services,886905600
GHLD,Guild Holdings Co,0001821160,Financial Services,Mortgage Finance,891438976
LPRO,Open Lending Corp,0001806201,Financial Services,Credit Services,886778368
WALD,Waldencast plc,0001840199,Technology,Software—Application,836830976
NGD,New Gold Inc. /FI,0000800166,Basic Materials,Gold,811117824
MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",0000890196,Financial Services,Asset Management,887942080
NUS,"NU SKIN ENTERPRISES, INC.",0001021561,Consumer Defensive,Household & Personal Products,610842304
SSII,"SS Innovations International, Inc.",0001676163,Healthcare,Medical Devices,1152306048
AZUL,AZUL SA,0001432364,Industrials,Airlines,855574400
SMP,"STANDARD MOTOR PRODUCTS, INC.",0000093389,Consumer Cyclical,Auto Parts,705343744
TWI,TITAN INTERNATIONAL INC,0000899751,Industrials,Farm & Heavy Construction Machinery,872646208
GB,Global Blue Group Holding AG,0001799983,Technology,Software—Infrastructure,866155584
BRKL,BROOKLINE BANCORP INC,0001049782,Financial Services,Banks—Regional,870440320
EB,"Eventbrite, Inc.",0001475115,Technology,Software—Application,587638336
PUMP,ProPetro Holding Corp.,0001680247,Energy,Oil & Gas Equipment & Services,804152640
CHPT,"ChargePoint Holdings, Inc.",0001777393,Consumer Cyclical,Specialty Retail,827695424
TTEC,"TTEC Holdings, Inc.",0001013880,Technology,Information Technology Services,825658816
NAT,NORDIC AMERICAN TANKERS Ltd,0001000177,Industrials,Marine Shipping,867547392
CSR,CENTERSPACE,0000798359,Real Estate,REIT—Residential,887379008
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,0001322435,Financial Services,Asset Management,872542528
BRSP,"BrightSpire Capital, Inc.",0001717547,Real Estate,REIT—Mortgage,880648384
ACEL,"Accel Entertainment, Inc.",0001698991,Consumer Cyclical,Gambling,896370816
IDT,IDT CORP,0001005731,Communication Services,Telecom Services,940628992
SYRE,"Spyre Therapeutics, Inc.",0001636282,Healthcare,Biotechnology,942622720
KRNT,Kornit Digital Ltd.,0001625791,Industrials,Specialty Industrial Machinery,878803776
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,Consumer Defensive,Education & Training Services,794158976
RWT,REDWOOD TRUST INC,0000930236,Real Estate,REIT—Mortgage,798777408
ERII,"Energy Recovery, Inc.",0001421517,Industrials,Pollution & Treatment Controls,874157184
EXTO,Almacenes Exito S.A.,0001957146,Consumer Cyclical,Department Stores,833877568
BFC,Bank First Corp,0001746109,Financial Services,Banks—Regional,884143040
NMM,Navios Maritime Partners L.P.,0001415921,Industrials,Marine Shipping,1029288000
HRT,HireRight Holdings Corp,0001859285,Industrials,Staffing & Employment Services,953019456
CII,"BLACKROCK ENHANCED CAPITAL & INCOME FUND, INC.",0001278895,Financial Services,Asset Management,859710976
SA,SEABRIDGE GOLD INC,0001231346,Basic Materials,Gold,939196736
EU,enCore Energy Corp.,0001500881,Energy,Uranium,732335168
BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC.",0000890541,Financial Services,Banks—Regional,1007770432
NYAX,Nayax Ltd.,0001901279,Technology,Information Technology Services,933418624
MUI,"BLACKROCK MUNICIPAL INCOME FUND, INC.",0001232860,Financial Services,Asset Management,856927680
RSKD,Riskified Ltd.,0001851112,Technology,Software—Application,808477120
OLMA,"Olema Pharmaceuticals, Inc.",0001750284,Healthcare,Biotechnology,712956480
HQH,abrdn Healthcare Investors,0000805267,Financial Services,Asset Management,844716544
PSFE,Paysafe Ltd,0001833835,Technology,Software—Infrastructure,881632192
AOD,abrdn Total Dynamic Dividend Fund,0001379400,Financial Services,Asset Management,849573504
LDI,"loanDepot, Inc.",0001831631,Financial Services,Mortgage Finance,837315648
SIBN,"SI-BONE, Inc.",0001459839,Healthcare,Medical Devices,697427200
CAPL,CrossAmerica Partners LP,0001538849,Energy,Oil & Gas Refining & Marketing,813600128
NKLA,Nikola Corp,0001731289,Industrials,Farm & Heavy Construction Machinery,899015424
BJRI,BJs RESTAURANTS INC,0001013488,Consumer Cyclical,Restaurants,800979392
BLFS,BIOLIFE SOLUTIONS INC,0000834365,Healthcare,Medical Instruments & Supplies,761753216
HG,"Hamilton Insurance Group, Ltd.",0001593275,Financial Services,Insurance—Reinsurance,1561888256
CRON,Cronos Group Inc.,0001656472,Healthcare,Drug Manufacturers—Specialty & Generic,867988800
METC,"Ramaco Resources, Inc.",0001687187,Basic Materials,Coking Coal,838527104
